ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
IMPACT.bk,SET,2025-02-05,REIT - Specialty,Real Estate,19279460352.0,0.599,0.51749,0.928032,23.356,0.06202,0.26,0.7,20325030000.0,-29328000.0,1114720788.0,2024-09-30,343307000.0,0.0378,0.26539050670008046,10.300000190734863,10.491175651550293,0.057819086615894924,0.05492398282158459,0.017806878083306218,13.858571701049804,14.714285986764091,0.9817774988080407,0.058155338728907706
INOX.bk,SET,2025-02-05,Steel,Basic Materials,1362518272.0,0.371,0.00612,0.37456447,0.482,0.0088,3.847,0.03,2709062469.0,6679267438.0,132811585.0,2024-09-30,-102208149.0,0.0272,0.4991055096366414,0.4399999976158142,0.4000000059604645,0.0974750854570558,0.014146454834418933,-0.07501414924144224,2.2999999205271404,14.666666587193808,1.0999999776482585,0.8431818227506866
INSET.bk,SET,2025-02-05,Information Technology Services,Technology,1825148928.0,0.467,0.054109998,1.4499425,9.922,0.06334,2.049,0.11,568205496.46,935018111.27,117360649.09,2024-09-30,-135698843.645,0.1543,1.5496174861638243,2.5999999046325684,2.0999999046325684,0.06430195765920534,0.0780726489967949,-0.0743494635222447,19.39090822393244,23.636362769386984,1.2380952489078725,0.1796153912036379
INTUCH.bk,SET,2025-02-05,Telecom Services,Communication Services,314266255360.0,0.505,1.38192,8.225345,0.055,0.43445,5.502,4.59,36838814000.0,1332193000.0,2519399126.0,2024-09-30,5796916500.0,0.012,1.228191023946484,96.75,78.81005859375,0.008016766302554388,0.06600295155954361,0.018445876390258586,20.968409586056648,21.07843137254902,1.2276351740673965,0.005219638242894057
IRC.bk,SET,2025-02-05,Auto Parts,Consumer Cyclical,619948032.0,10.773,0.071550004,0.66246796,0.01,0.08854,4.628,1.62,1761299189.0,2718512498.0,169213252.0,2024-09-30,100832619.0,0.0437,0.07457192350427791,14.199999809265137,12.600000381469727,0.27294747828153443,0.037772402909488634,0.1626468894089497,2.115431981027862,8.765431981027861,1.1269840777265736,0.7586619820213584
IRPC.bk,SET,2025-02-05,Oil & Gas Refining & Marketing,Energy,97645207552.0,0.157,-0.02338,0.32174662,109.499,-0.099130005,1.028,-0.36,128476670000.0,1513582000.0,-10764948396.0,2024-09-30,-1597858500.0,0.0178,1.7228277102804392,1.1200000047683716,1.3600000143051147,-0.11024553755254432,-0.08281350509267418,-0.016363921384969927,-2.6750000132454765,-3.111111124356588,0.8235294066085947,0.14017857083176471
IT.bk,SET,2025-02-05,Electronics & Computer Distribution,Technology,2814811392.0,0.341,0.01298,1.2126808,125.067,0.0986,0.962,0.32,1637983000.0,-78762000.0,174831933.0,2024-09-30,29639500.0,0.035,1.1638412337407922,3.940000057220459,4.892582416534424,0.06211142014590795,0.11212774391827714,0.010529835172700622,11.246875178813934,12.312500178813934,0.8053007025298696,0.08654822209331751
ITC.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,39138721792.0,3.867,0.201,2.0991402,0.169,0.1571,10.823,1.17,6316581000.0,18035780000.0,3430636000.0,2024-09-30,801187500.0,0.1492,0.6083521403085915,17.299999237060547,20.625,0.08765324576085737,0.14087488272697665,0.020470456451231467,11.481195929111578,14.786324134239784,0.838787841796875,0.22352602141831332
ITD.bk,SET,2025-02-05,Engineering & Construction,Industrials,51547152384.0,0.894,-0.04691,0.32134658,517.729,-0.21133,0.863,-1.1,52106112000.0,-12816112000.0,-1373476000.0,2024-09-30,-756019500.0,0.0239,0.53566742980335,0.4399999976158142,0.5799999833106995,-0.026645041219121167,-0.034957393738864855,-0.014666561876552176,0.41272727489471434,-0.39999999783255835,0.7586207073735572,2.0318181928278003
ITEL.bk,SET,2025-02-05,Telecom Services,Communication Services,7327858176.0,0.035,0.10221,0.5623648,101.526,0.0845,0.996,0.17,5488121779.0,-62414370.0,463279332.0,2024-09-30,141713232.0,0.0936,1.9188647685564888,1.6100000143051147,2.359999895095825,0.06322165643397955,0.08538597773103765,0.019338970350727486,9.264705966500674,9.47058831944185,0.6822034262165687,0.021739130241626863
IVL.bk,SET,2025-02-05,Chemicals,Basic Materials,358715064320.0,3.976,-0.05942,1.1621954,157.264,-0.18435,1.107,-5.97,351750458000.0,18312551000.0,6498763000.0,2024-09-30,8543755000.0,0.0638,1.4833593908373621,23.299999237060547,17.41864013671875,0.018116783058217564,0.017561233741143795,0.02381766435205617,-3.236850793477479,-3.9028474433937266,1.3376474313826487,0.1706437824116255
J.bk,SET,2025-02-05,Real Estate Services,Real Estate,4108856576.0,0.018,0.58077,0.43818468,60.277,0.10103,0.168,0.16,6538213000.0,-1141609000.0,70626795.0,2024-09-30,36486000.0,0.0548,0.7184351849770585,1.0800000429153442,1.2799999713897705,0.017188917085238266,0.013087266547628842,0.00887984268254001,6.637500268220902,6.7500002682209015,0.843750052386896,0.01666666600439286
JAS.bk,SET,2025-02-05,Telecom Services,Communication Services,17038554112.0,0.544,0.73122,1.0720363,8.614,3.23509,2.977,2.61,6469426000.0,5063467000.0,-8179632281.0,2024-09-30,-1868045500.0,-0.0481,0.9225954865395296,1.9299999475479126,2.5199999809265137,-0.4800661034517716,-0.7092437501154307,-0.10963638626380647,0.5310344626620355,0.7394635814359819,0.7658730008554686,0.28186529263441606
JCK.bk,SET,2025-02-05,Real Estate - Development,Real Estate,5665265152.0,0.02,0.23929001,0.2720207,141.099,0.28569,1.237,0.08,4446014000.0,385130000.0,701613831.0,2024-09-30,59383000.0,0.0376,0.5201317496035739,0.20999999344348907,0.3100000023841858,0.12384483553295124,0.14522726521916962,0.01048194540003765,2.3749999180436134,2.6249999180436134,0.6774193284786952,0.09523809821156967
JDF.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,1210185984.0,0.118,0.091129996,1.6995709,2.974,0.08416,2.664,0.12,580661000.0,173425000.0,64028951.0,2024-09-30,22114500.0,0.0634,0.11538469326060309,1.9900000095367432,2.119999885559082,0.05290835610933666,0.08490934853584339,0.018273637517190085,15.600000079472862,16.583333412806194,0.9386793004528604,0.0592964821278918
JMART.bk,SET,2025-02-05,Specialty Retail,Consumer Cyclical,50036154368.0,1.785,0.07596,0.8135751,68.205,0.05791,0.682,0.67,51306487000.0,-3461484000.0,1978258703.0,2024-09-30,763784500.0,0.0748,1.5750767450387033,10.800000190734863,10.538490295410156,0.03953658565465556,0.041347237516110094,0.015264652322850552,13.455224165275915,16.119403269753526,1.0248147398720482,0.16527777485886724
JMT.bk,SET,2025-02-05,Credit Services,Financial Services,37217570816.0,1.065,0.33492002,0.7919049,40.69,0.06775,0.642,1.18,35295518000.0,-2280826000.0,2124222106.0,2024-09-30,684868500.0,0.0864,2.320793831295228,14.699999809265137,10.23221492767334,0.05707578596416044,0.06434172113433619,0.018401751779715078,11.555084584122998,12.457626957004354,1.4366390769909,0.0724489805318739
JTS.bk,SET,2025-02-05,Telecom Services,Communication Services,49294725120.0,1.056,0.12201,67.94195,151.882,0.45586,0.73,0.66,1587591000.0,-442977000.0,408751992.0,2024-09-30,-94046000.0,0.1129,0.767227941112852,51.25,56.75,0.008292002663671614,0.35710902714801673,-0.001907830904240977,76.05151515151515,77.65151515151514,0.9030837004405287,0.02060487804878049
KAMART.bk,SET,2025-02-05,Household & Personal Products,Consumer Defensive,13451057152.0,1.233,0.256,3.8217819,17.356,0.29452,2.848,0.59,1558288000.0,2014432000.0,824033736.0,2024-09-30,-73277500.0,0.2345,1.0274997812951183,9.850000381469727,11.604911804199219,0.06126163369081193,0.23064604447031953,-0.0054477130809829745,14.60508539232157,16.694915900796147,0.8487785644269628,0.12517766012675252
KBS.bk,SET,2025-02-05,Confectioners,Consumer Defensive,7629073920.0,0.129,0.09844,0.8456808,81.226,0.27056,1.318,2.07,8614874000.0,886911000.0,1686358843.0,2024-09-30,2034345500.0,0.0646,1.0647524747062542,5.949999809265137,4.21999979019165,0.22104371522461275,0.17747810995512947,0.2666569391426214,2.8120772025435445,2.8743960431232547,1.409952631536723,0.021680672963909277
KC.bk,SET,2025-02-05,Real Estate - Development,Real Estate,913007424.0,0.019,-0.94303,0.6329114,221.27,-0.40748,0.802,-0.03,525782922.58,-151865928.64,-60757954.16,2024-09-30,-23998484.945,-0.1826,2.527520467227006,0.05000000074505806,0.07000000029802322,-0.06654705379482215,-0.16249048624345067,-0.02628509288550977,-1.033333358168602,-1.6666666915019355,0.7142857218883475,0.3799999943375588
KCAR.bk,SET,2025-02-05,Rental & Leasing Services,Industrials,4254391808.0,0.228,0.049879998,0.46189377,130.818,0.042329997,0.534,0.39,5117079652.77,-527889341.03,163312718.59,2024-09-30,207130729.35500002,0.0549,0.3637589888118824,4.400000095367432,4.515981674194336,0.03838685432848596,0.03558639051691009,0.048686331373031834,10.697436141967774,11.282051526583158,0.9743175266875732,0.051818180695053
KCE.bk,SET,2025-02-05,Electronic Components,Technology,32690343936.0,1.475,0.13251,1.7530224,8.11,0.15807,2.413,1.48,8595325000.0,5417755000.0,2069154960.0,2024-09-30,658935000.0,0.1462,1.1340025857698706,21.0,40.853248596191406,0.06329560080649253,0.1476588273241857,0.020156869603147633,13.192567567567567,14.18918918918919,0.5140350087595665,0.07023809523809524
KCG.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,6123653120.0,0.252,0.049099997,1.4363747,50.201,0.18755,1.119,0.74,2758431000.0,263191000.0,539540686.0,2024-09-30,-66082000.0,0.1891,0.888319771867881,7.150000095367432,9.0,0.08810765002966073,0.17855995422326154,-0.010791270946450996,9.32162175049653,9.66216229103707,0.7944444550408257,0.0352447547746571
KDH.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,1285292928.0,30.919,0.11634,2.523655,1.254,0.18408,4.43,7.15,222929000.0,590573000.0,166207474.0,2024-09-30,28777500.0,0.0994,0.1877517285483325,91.75,92.0,0.12931485918827057,0.20431108221000072,0.022389837657303284,8.507832167832168,12.832167832167832,0.9972826086956522,0.336991825613079
KEX.bk,SET,2025-02-05,Integrated Freight & Logistics,Industrials,4969065472.0,1.475,-0.43293998,1.0269122,103.794,-1.02522,1.014,-1.43,5606323000.0,94974000.0,-4059162000.0,2024-09-30,-750055000.0,-0.4058,0.5737886154714662,1.440000057220459,2.619999885559082,-0.8168863990367644,-0.7119716794266288,-0.15094488173409198,0.024475484461217556,-1.006993047007314,0.5496183664577441,1.0243055148533113
KGI.bk,SET,2025-02-05,Capital Markets,Financial Services,5677601280.0,3.568,0.23617001,1.0963194,57.953,0.10913,1.694,0.38,8430708000.0,3293012000.0,917945946.0,2024-09-30,460029500.0,0.1663,0.4992677600753288,4.179999828338623,4.0,0.1616784801767552,0.07829818061161474,0.08102532694934153,1.6105258640490079,10.999999548259535,1.0449999570846558,0.8535885518010015
KIAT.bk,SET,2025-02-05,Trucking,Industrials,604225536.0,0.142,0.100480005,0.8516484,9.625,0.07462,6.985,0.03,679013624.25,547320375.57,81665970.02,2024-09-30,82577614.685,0.0842,0.2500804613017249,0.30000001192092896,0.3400000035762787,0.13515809106750495,0.06659357893688574,0.13666687315413298,5.266667064030965,10.0000003973643,0.882352966957026,0.47333331452475724
KISS.bk,SET,2025-02-05,Household & Personal Products,Consumer Defensive,2446981120.0,0.875,0.141,2.172373,8.481,0.14222999,4.779,0.28,68028932.0,1013215572.0,209882371.0,2024-09-30,31579896.5,0.2538,0.8270278472200763,3.819999933242798,3.516251802444458,0.08577196173871583,0.19411185002425688,0.012905655970079572,10.517856904438563,13.642856904438563,1.0863840668598244,0.22905759562598016
KSL.bk,SET,2025-02-05,Confectioners,Consumer Defensive,29044328448.0,0.022,0.0682,0.38032788,103.365,0.05288,0.646,0.21,37956498626.0,-5745799171.0,1191541006.0,2024-10-31,1855341665.5,0.038,0.4119546044655615,1.7200000286102295,1.659999966621399,0.0410249115634846,0.036992087292753266,0.06387965446754061,8.085714421953474,8.190476326715379,1.0361446163827033,0.012790697461660006
KTBSTMR.bk,SET,2025-02-05,REIT - Diversified,Real Estate,2878464000.0,0.678,0.60113,0.5948351,39.418,0.072859995,7.803,0.75,4378995000.0,-12432000.0,269112328.86,2024-09-30,66410500.0,0.0438,0.0547171725478701,6.150000095367432,6.304507732391357,0.0934916430638007,0.061630240731669284,0.02307150619219139,7.296000127156575,8.200000127156576,0.9754925136771433,0.11024390072948331
KTIS.bk,SET,2025-02-05,Confectioners,Consumer Defensive,18565359616.0,0.027,0.0043,1.398374,101.683,0.009509999,1.0,-0.18,8623213842.0,86875196.0,389778575.0,2024-09-30,2666324752.0,0.0511,0.14153622803773075,2.5999999046325684,2.923560619354248,0.020994938049251736,0.044750240014710625,0.14361826579982365,-14.29444391462538,-14.44444391462538,0.889326490246285,0.01038461576552082
KWC.bk,SET,2025-02-05,Real Estate Services,Real Estate,1630899968.0,32.308,0.29681,2.6076305,0.86,0.1362,4.471,14.07,615112000.0,239164000.0,100159427.0,2024-09-30,25563500.0,0.1404,-0.061617820130847496,343.0,269.0,0.06141359308678336,0.11724480963997584,0.015674474524240103,22.081876332622603,24.378109452736318,1.275092936802974,0.09419241982507288
KWI.bk,SET,2025-02-05,Insurance - Diversified,Financial Services,4005307648.0,0.386,-0.28959,0.34647548,337.01,-0.46960998,0.388,-0.41,9690220000.0,-2716004000.0,-804911293.0,2024-09-30,-38654000.0,-0.0564,1.6558578864620064,0.30000001192092896,0.3400000035762787,-0.20096116546800652,-0.11541244105430631,-0.009650694377821735,0.20975606848553918,-0.7317073461486072,0.882352966957026,1.286666615539129
KYE.bk,SET,2025-02-05,"Furnishings, Fixtures & Appliances",Consumer Cyclical,829350976.0,248.908,0.102299996,0.6023562,0.166,0.07406,7.683,32.2,4068273000.0,5394845000.0,30275295.0,2024-09-30,130925500.0,0.0109,0.10684327030853044,283.0,292.0,0.03650480420969565,0.0031992938268338195,0.15786500985561028,1.0587577639751555,8.788819875776397,0.9691780821917808,0.8795335689045936
LALIN.bk,SET,2025-02-05,Real Estate - Development,Real Estate,12021660672.0,0.155,0.16037,0.5624184,69.061,0.07061,3.177,0.68,3333404853.11,9365296480.11,795140947.46,2024-09-30,1329962.9200000018,0.1365,0.5106516581656156,5.650000095367432,6.135000228881836,0.0661423549669794,0.06261592635302785,0.000110630548997083,8.0808824931874,8.308823669657986,0.920945376459619,0.027433627855526613
LANNA.bk,SET,2025-02-05,Thermal Coal,Energy,8129011712.0,8.428,0.07925,1.055631,11.989,0.24865,3.088,3.31,5956977000.0,5586596000.0,4576860984.0,2024-09-30,1170981000.0,0.4257,0.15281042630685518,16.299999237060547,13.026285171508789,0.56302797266778,0.39648564478259896,0.14404961408425634,2.3782475036436694,4.924471068598352,1.2513160139248338,0.5170552389252664
LH.bk,SET,2025-02-05,Real Estate - Development,Real Estate,142267596800.0,0.347,0.23426001,1.0299234,163.582,0.13745,1.81,0.54,71615192000.0,32690118000.0,3074948610.0,2024-09-30,-1711012000.0,0.0597,1.0866350695520868,4.5,5.298610687255859,0.021613836735590378,0.029480269125320657,-0.0120267161214886,7.6907407407407415,8.333333333333332,0.8492792291427136,0.0771111111111111
LHK.bk,SET,2025-02-05,Steel,Basic Materials,1271088000.0,1.095,0.03573,0.9787836,3.933,0.090550005,2.981,0.27,529101000.0,1025307000.0,177233259.0,2024-09-30,-10649500.0,0.127,0.17057029193618292,3.5,3.5673470497131348,0.13943429487179487,0.1140197805209443,-0.008378255478770942,8.907407407407408,12.962962962962962,0.9811212509535481,0.31285714285714283
LHSC.bk,SET,2025-02-05,REIT - Diversified,Real Estate,5466326528.0,1.407,0.43995,0.91854984,11.345,0.09997,3.781,1.51,7142405000.0,-195668000.0,658922046.0,2024-09-30,170187500.0,0.0411,0.24960279233434174,11.399999618530273,9.396300315856934,0.12054202079309083,0.09485346084067958,0.0311337969161289,6.617880542073029,7.549668621543227,1.213243429362507,0.12342105676152604
LOXLEY.bk,SET,2025-02-05,Conglomerates,Industrials,4232277248.0,0.908,0.02458,0.4955291,45.697,0.04325,1.629,0.1,5841976000.0,2340508000.0,-56646433.0,2024-09-30,82204000.0,-0.0252,0.41881570606191715,1.350000023841858,1.399999976158142,-0.013384386154467734,-0.00692288955285461,0.019423113180698694,4.420000238418578,13.500000238418579,0.9642857477373012,0.6725925807141803
LPH.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,3782069248.0,0.245,0.02655,1.5367646,30.022,0.03309,1.671,0.1,2422837569.32,252378722.77,107699813.25,2024-09-30,91963250.005,0.1385,0.08926844458747682,4.21999979019165,4.4388747215271,0.028476425519430363,0.0402583572657073,0.024315591274176478,39.7499979019165,42.199997901916504,0.9506913474548004,0.058056874924364246
LPN.bk,SET,2025-02-05,Real Estate - Development,Real Estate,14000899072.0,0.289,0.03098,0.26366717,93.026,0.021259999,2.26,0.17,5901699442.33,10707949235.57,463655655.0,2024-09-30,863254025.15,0.0474,0.692380966094211,2.180000066757202,2.9703290462493896,0.03311613437220269,0.02791483817577177,0.061657042216410024,11.12352980445413,12.823529804454129,0.7339254448963729,0.1325688032798521
LRH.bk,SET,2025-02-05,Lodging,Consumer Cyclical,10884999168.0,6.538,0.085710004,0.42236724,34.304,0.04788,1.117,5.43,23388315000.0,1087255000.0,753836350.0,2024-09-30,-276984500.0,-0.013,-0.08740128121861211,39.0,38.75,0.06925460795772474,0.030799542155708733,-0.02544644200013227,5.978268876611419,7.182320441988951,1.0064516129032257,0.16764102564102565
LST.bk,SET,2025-02-05,Farm Products,Consumer Defensive,4901360640.0,0.736,0.04423,0.8050149,17.02,0.10654,2.441,0.63,3420214000.0,2518081000.0,741702324.0,2024-09-30,46868000.0,0.1268,0.19836132278951107,4.880000114440918,4.78000020980835,0.15132580082905306,0.12490156248552825,0.009562242700018908,6.577777959430029,7.746031927683997,1.0209204812224428,0.15081966859427431
M.bk,SET,2025-02-05,Restaurants,Consumer Cyclical,19718656000.0,8.061,0.09957,1.1574535,22.301,0.12061,2.728,1.72,12413806000.0,4138719000.0,1961254797.0,2024-09-30,-198558000.0,0.0749,1.275585188716295,17.399999618530273,25.03636360168457,0.09946189015113403,0.11848674428825813,-0.010069550379092775,5.429650941005973,10.116278847982718,0.6949890924798486,0.4632758722256161
MAJOR.bk,SET,2025-02-05,Entertainment,Communication Services,14092445696.0,3.382,0.09629,1.9308237,84.92,0.1221,0.966,0.88,10574027000.0,443148000.0,720635440.0,2024-09-30,-65623500.0,-0.0335,0.7373630463091323,14.300000190734863,13.5,0.05113629355368353,0.06541018364508143,-0.004656643808719914,12.406818398562345,16.250000216744162,1.0592592733877677,0.2365034933489887
MALEE.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,6092194304.0,0.498,0.03302,2.1803102,64.781,0.13345,1.238,0.59,2989004000.0,594715000.0,514718827.0,2024-09-30,59294000.0,0.0086,1.2040402291871048,8.550000190734863,9.350000381469727,0.08448824862037756,0.14362700507489565,0.009732782153889752,13.647457950398076,14.491525747008243,0.914438485765162,0.05824561273573462
MANRIN.bk,SET,2025-02-05,Lodging,Consumer Cyclical,1043012160.0,1.096,0.13385999,2.0123518,60.025,0.123,0.678,1.86,644154267.13,-5231777.11,76835057.28999999,2024-09-30,27480922.315,-0.0484,0.07139401807967316,29.0,32.5,0.07366650192266214,0.12025724323398734,0.02634765285478551,15.002150537634408,15.591397849462364,0.8923076923076924,0.03779310344827586
MATCH.bk,SET,2025-02-05,Entertainment,Communication Services,1161553024.0,0.076,0.10604,0.6556373,11.992,0.04422,1.802,0.05,1348369000.0,87014000.0,42157431.0,2024-09-30,36598000.0,-0.0369,0.5954811562849446,1.0099999904632568,1.2000000476837158,0.03629402199378201,0.029370161831371835,0.03150781690014351,18.679999809265137,20.199999809265137,0.8416666252745539,0.07524752546298646
