ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
SMIT.bk,SET,2025-02-05,Steel,Basic Materials,1441603584.0,1.19,0.0795,0.81297386,1.478,0.0509,11.335,0.24,884241070.31,1736747841.7,131668148.19,2024-09-30,31697353.28,0.0899,0.14635067491513684,3.8399999141693115,4.055999755859375,0.09133450391727106,0.05023605692746923,0.021987565535908103,11.0416663090388,15.999999642372131,0.9467455979557134,0.30989584026004513
SMPC.bk,SET,2025-02-05,Metal Fabrication,Industrials,4922386944.0,1.648,0.13013,1.7815646,23.876,0.18948,2.212,1.03,1402727000.0,1561072000.0,588556000.0,2024-09-30,66535500.0,0.293,0.19175684526095915,9.199999809265137,8.204545974731445,0.11956719508152507,0.1985816177142917,0.013516917860571995,7.332038649771977,8.932038649771977,1.121329545547007,0.17913043849634996
SMT.bk,SET,2025-02-05,Semiconductors,Technology,1245726720.0,0.137,0.01862,0.51012146,0.143,0.021860002,3.596,-0.14,1265926000.0,686165000.0,-137920600.0,2024-09-30,-17224500.0,0.106,1.5157386191446793,1.309999942779541,1.840000033378601,-0.11071497286339013,-0.07065275133177705,-0.013826868865749303,-8.378571019853863,-9.357142448425291,0.7119564777257771,0.10458015723978978
SNC.bk,SET,2025-02-05,Electronic Components,Technology,5202954752.0,3.678,-0.02385,0.4130694,90.185,-0.03461,0.853,-0.5,8026258000.0,-562552000.0,-15665188.0,2024-09-30,140011500.0,0.0877,0.45774799910032576,5.75,4.900000095367432,-0.0030108253380405335,-0.002098848480902115,0.026909997621290097,-4.144,-11.5,1.1734693649161716,0.6396521739130435
SNNP.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,12113434624.0,0.108,0.10557,3.6097853,22.801,0.18306999,1.756,0.67,2519457829.0,1184592355.0,791630918.0,2024-09-30,117345293.0,0.1524,1.0165670815109875,12.0,11.266260147094727,0.0653514830906475,0.2137203543892374,0.009687202403148909,17.74925373134328,17.91044776119403,1.0651271889096654,0.009
SNP.bk,SET,2025-02-05,Restaurants,Consumer Cyclical,6286246400.0,1.533,0.0762,2.0037808,37.785,0.18385,1.15,0.82,3198942000.0,217324000.0,460281280.0,2024-09-30,255372000.0,0.1106,0.12268315128319468,10.800000190734863,13.8931303024292,0.07322036883568547,0.13473227201863086,0.04062392463648896,11.301219744798615,13.170731939920566,0.7773626213558578,0.14194444193761538
SO.bk,SET,2025-02-05,Specialty Business Services,Industrials,3344493824.0,0.112,0.05448,1.9399538,99.799,0.12726,1.153,0.27,1666868000.0,98960000.0,156301260.0,2024-09-30,90111000.0,0.124,0.26674594946988867,4.199999809265137,4.606621265411377,0.04673390600346942,0.0885144306240472,0.02694309056675956,15.14074003431532,15.555554849130134,0.911731086034934,0.026666667877681727
SOLAR.bk,SET,2025-02-05,Solar,Technology,1464742016.0,0.091,-0.16395001,0.55214727,110.534,-0.076069996,0.591,0.03,1518383605.0,-303011196.0,-218905383.0,2024-09-30,-15500721.0,-0.1207,0.9130323714208525,0.3700000047683716,0.5,-0.14944978747711432,-0.1801138329116043,-0.010582560499172573,9.300000158945721,12.333333492279053,0.7400000095367432,0.24594594277631987
SORKON.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,2499712000.0,0.721,0.030569999,1.0102016,94.558,0.06539,0.91,0.36,2000015000.0,-135004000.0,198144639.0,2024-09-30,55870000.0,0.0893,0.15982082419948906,4.099999904632568,4.21999979019165,0.07926698715692047,0.10624314762754751,0.022350574786215372,9.386110846201579,11.388888623979357,0.9715640067475851,0.17585366262700294
SPACK.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,842733568.0,0.456,0.02767,0.8281475,67.27,0.05552,0.826,0.19,810404659.84,-80412360.03,83133201.85000001,2024-09-30,-4164309.695000001,0.0899,0.684189878552176,1.7200000286102295,1.6399999856948853,0.09864707543013168,0.11388229967855502,-0.004941430901919408,6.652631729527524,9.052631729527523,1.0487805143982654,0.26511627465986193
SPALI.bk,SET,2025-02-05,Real Estate - Development,Real Estate,62753894400.0,4.35,0.18290001,0.6229686,62.922,0.108219996,2.815,3.17,10912843000.0,51699515000.0,7837481747.0,2024-09-30,108644000.0,0.149,0.7374379113567624,16.700000762939453,14.97752857208252,0.12489235643357936,0.12517467792859677,0.0017312710396504094,3.8958992943026667,5.268139041936736,1.1150037659796255,0.2604790300161839
SPC.bk,SET,2025-02-05,Food Distribution,Consumer Defensive,15135140864.0,15.917,0.071100004,0.7311312,0.108,0.107939996,1.75,8.59,24053155000.0,5695942000.0,2793098554.0,2024-09-30,-50496000.0,0.0703,0.1570958476826299,58.0,57.96991729736328,0.18454394175105313,0.09388851547325958,-0.0033363415942899016,4.89906868451688,6.752037252619325,1.0005189364421965,0.27443103448275863
SPCG.bk,SET,2025-02-05,Utilities - Renewable,Utilities,8703476736.0,4.422,0.39118,0.4413793,7.168,0.058319997,3.024,0.9,17801544000.0,3323090000.0,1078776000.0,2024-09-30,339273000.0,0.1333,0.8175290841361917,8.050000190734863,7.572192668914795,0.12394770879755242,0.05106720428860448,0.038981318648979954,4.031111323038737,8.94444465637207,1.0631002858368295,0.5493167571709494
SPG.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,1753408000.0,9.103,0.13645001,0.8135552,1.161,0.06033,11.666,0.9,1501299000.0,4199871000.0,325736262.0,2024-09-30,-24475500.0,0.0782,-0.1972042167040685,13.300000190734863,14.100000381469727,0.1857732267675293,0.05713498492414715,-0.013958816202503924,4.66333354526096,14.777777989705402,0.943262399355235,0.6844360804100885
SPI.bk,SET,2025-02-05,Real Estate Services,Real Estate,53334978560.0,1.616,0.47064,0.7138198,34.584,0.07817,0.199,6.41,65943202000.0,-9313509000.0,1153203414.0,2024-09-30,-207781500.0,0.011,0.04356135878601677,57.75,63.79682540893555,0.021621897020220722,0.020363935471096408,-0.0038957829478876234,8.757254290171607,9.009360374414976,0.9052174560383593,0.027982683982683984
SPRC.bk,SET,2025-02-05,Oil & Gas Refining & Marketing,Energy,36603441152.0,0.449,0.015579999,0.6065652,27.634,0.09242,1.992,-0.59,27726890399.0,19060796335.0,-4270675610.0,2024-09-30,-713185090.5,0.0385,1.1827146496576133,5.300000190734863,7.199999809265137,-0.11667415618836295,-0.09127776789393086,-0.01948409952874149,-8.222034221584515,-8.983051170737056,0.7361111571023505,0.08471697808330543
SPRIME.bk,SET,2025-02-05,REIT - Diversified,Real Estate,3035354112.0,0.539,0.53889,0.40460747,30.413,0.05924,7.893,0.61,6133672000.0,39911000.0,334465938.0,2024-09-30,73102500.0,0.0566,0.32047946441502134,4.179999828338623,3.602095127105713,0.11019008842418712,0.05417695655829038,0.024083680948788093,5.9688521776043,6.852458734981349,1.1604357133392136,0.12894737371657505
SQ.bk,SET,2025-02-05,Engineering & Construction,Industrials,6216957440.0,0.18,0.01033,0.30543435,190.587,0.020920001,0.4,-0.68,7607661000.0,-2363749000.0,285066855.0,2024-09-30,-62665000.0,0.0895,0.885958178938979,0.7699999809265137,0.8500000238418579,0.045853113480538804,0.05436148718742801,-0.01007968939867795,-0.8676470307742848,-1.1323529131272259,0.9058823050924665,0.2337662395568015
SRICHA.bk,SET,2025-02-05,Engineering & Construction,Industrials,916753024.0,2.154,0.13211,0.8515168,0.892,0.21978001,3.183,-1.63,915543665.0,402784982.0,236905875.0,2024-09-30,-249479987.5,0.1039,0.8441970264906644,4.760000228881836,7.5,0.2584184276440412,0.17970168177647133,-0.2721343491308734,-1.5987731465532737,-2.9202455391913107,0.6346666971842448,0.45252098664415247
SSC.bk,SET,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,14461978624.0,9.943,0.03136,1.3647778,3.636,0.04356,1.675,1.52,10502587779.0,1693880428.0,78387169.0,2024-09-30,68307581.5,-0.0054,0.526433121295099,50.0,62.25,0.005420224371644044,0.006427038358121635,0.004723252832544085,26.35328947368421,32.89473684210526,0.8032128514056225,0.19885999999999998
SSF.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,2832742144.0,1.435,0.02905,0.9312734,33.067,0.1391,1.171,0.61,2673549000.0,331570000.0,337445918.0,2024-09-30,148319000.0,0.1022,0.09367684230956078,6.5,7.199999809265137,0.11912341499728117,0.1122903678689596,0.05235880728295473,8.303278688524589,10.655737704918034,0.9027778016932223,0.22076923076923077
SSP.bk,SET,2025-02-05,Utilities - Renewable,Utilities,21937975296.0,1.851,0.2057,0.8556422,207.326,0.083409995,0.951,0.43,20772956000.0,-33465000.0,1280280838.0,2024-09-30,399491000.0,0.0736,0.1809109788604764,5.150000095367432,6.099999904632568,0.0583591156761598,0.06173154577419475,0.018210021417648332,7.672093245040539,11.976744407831237,0.844262323915174,0.3594174690724814
SSSC.bk,SET,2025-02-05,Steel,Basic Materials,1462781696.0,0.239,0.037890002,0.40103233,9.24,0.059070002,4.267,0.3,1062646000.0,2269607000.0,235812496.0,2024-09-30,23743500.0,0.0756,0.3573364619765012,2.059999942779541,2.4000000953674316,0.16120826275365152,0.07076668428237592,0.016231745355391704,6.069999809265138,6.866666475931804,0.8583332753843754,0.11601942069839052
SST.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,6713204736.0,0.235,-0.03739,0.6735751,161.532,-0.07732,0.264,-0.46,6601803000.0,-1659080000.0,-63739648.0,2024-09-30,74825000.0,0.0195,0.24978777762621013,2.440000057220459,5.050000190734863,-0.009494667674619242,-0.012895654480334019,0.011145943397010676,-4.793478385261867,-5.304347950479259,0.48316830991354803,0.09631147315123495
STPI.bk,SET,2025-02-05,Metal Fabrication,Industrials,6506358784.0,0.484,0.09032,0.62005824,18.903,0.03291,1.668,0.02,11821969000.0,606080000.0,401948999.0,2024-09-30,78882500.0,-0.0088,1.2938616131913978,2.9200000762939453,3.0,0.06177787182416776,0.03234208354022421,0.012123908720493948,121.80000381469726,146.00000381469727,0.9733333587646484,0.16575342032671836
SUC.bk,SET,2025-02-05,Conglomerates,Industrials,3784587264.0,25.254,0.13659,0.39134088,1.341,0.0637,6.991,5.26,17375636000.0,8139513000.0,483502964.0,2024-09-30,271602500.0,0.0106,0.1630627019185064,30.75,29.75,0.12775579746811724,0.01894964297484604,0.07176542144596722,1.044866920152091,5.846007604562738,1.0336134453781514,0.8212682926829269
SUN.bk,SET,2025-02-05,Farm Products,Consumer Defensive,2924931840.0,0.109,0.11311,1.6859853,28.884,0.27878,1.444,0.45,1186239097.0,352496491.0,385025789.0,2024-09-30,50889229.5,0.2152,0.6481803478873854,3.359999895095825,3.583902359008789,0.1316358158281049,0.25022219022076714,0.017398432607578302,7.224444211324056,7.466666433546278,0.9375255122812862,0.03244047720331592
SUPER.bk,SET,2025-02-05,Utilities - Renewable,Utilities,63680348160.0,0.051,-0.06927,0.26685393,253.205,-0.03898,0.352,0.07,68201149000.0,-21382734000.0,3571647000.0,2024-09-30,339049500.0,0.0633,0.6348944962666208,0.20999999344348907,0.25999999046325684,0.05608711483527166,0.07628722587041872,0.005324240677015796,2.2714284777641294,2.999999906335558,0.8076923121009354,0.24285715043950265
SUSCO.bk,SET,2025-02-05,Oil & Gas Refining & Marketing,Energy,5047797760.0,0.928,0.00801,0.57192755,65.405,0.05473,0.918,0.23,7167242000.0,-264152000.0,-254257000.0,2024-09-30,35826500.0,0.0332,0.828286243855083,2.6600000858306885,3.1451163291931152,-0.05036988645123532,-0.03683234609428531,0.00709745154290809,7.530435155785602,11.565217764481254,0.8457557073932194,0.3488721691940081
SUTHA.bk,SET,2025-02-05,Chemicals,Basic Materials,1878758144.0,0.137,0.06077,0.9325681,80.679,0.08562,0.912,0.23,1363618000.0,-70925000.0,148199106.0,2024-09-30,16857500.0,0.0689,0.12629826738439517,2.640000104904175,2.880000114440918,0.0788814177457,0.11464369807835272,0.008972682329461136,10.882609151757281,11.478261325670324,0.9166666666666666,0.051893937331859596
SVI.bk,SET,2025-02-05,Electronic Components,Technology,18109032448.0,0.543,0.06371,2.1111112,43.794,0.20146,1.703,0.59,3343685000.0,4866559000.0,1254884178.0,2024-09-30,859672500.0,0.1645,0.5383759872838183,6.849999904632568,7.349999904632568,0.06929603674869952,0.15284371304921024,0.047472028252671446,10.689830346834862,11.610169329885709,0.9319727882329822,0.07927007409631874
SVOA.bk,SET,2025-02-05,Electronics & Computer Distribution,Technology,2635537920.0,0.653,0.011849999,0.38980508,78.827,0.03706,1.103,-0.03,1970448000.0,603166000.0,154478784.0,2024-09-30,-63821000.0,0.0543,0.5743596544551883,1.059999942779541,1.7599999904632568,0.0586137588185413,0.06002406887746181,-0.024215549894269783,-13.566664759318034,-35.3333314259847,0.6022726980245802,0.6160377691037395
SVT.bk,SET,2025-02-05,Business Equipment & Supplies,Industrials,879944000.0,0.162,0.02755,0.7599781,1.599,0.05585,0.783,0.09,1413400000.0,-91442000.0,60763577.0,2024-09-30,31297500.0,0.0548,0.9328342936928339,1.399999976158142,1.3700000047683716,0.06905391365814188,0.04596483171174878,0.03556760430209195,13.755555290646024,15.555555290646025,1.0218977892593823,0.1157142876848883
SYMC.bk,SET,2025-02-05,Telecom Services,Communication Services,4032413440.0,0.606,0.10995,0.94677204,23.367,0.07711,0.65,0.47,3695271000.0,-274260000.0,285007600.0,2024-09-30,-28947500.0,0.0718,1.114410778203468,6.75,7.400000095367432,0.07067916131139569,0.08331092767605834,-0.007178703382161131,13.072340425531916,14.361702127659575,0.9121621504066809,0.08977777777777778
SYNEX.bk,SET,2025-02-05,Electronics & Computer Distribution,Technology,19591794688.0,0.24,0.01566,2.4339504,168.837,0.14932,1.209,0.75,2444933000.0,2249798000.0,727459139.0,2024-09-30,-96277500.0,0.1618,1.1812434650089207,13.0,12.21517276763916,0.03713080657412002,0.15495225157735343,-0.004914174608973934,17.013333333333332,17.333333333333332,1.0642501950066585,0.01846153846153846
SYNTEC.bk,SET,2025-02-05,Engineering & Construction,Industrials,800395648.0,2.367,0.05323,0.41841003,25.188,0.06899,1.731,0.3,4987719000.0,2534485000.0,414169604.0,2024-09-30,-38548000.0,0.0055,0.40024525854436566,1.399999976158142,1.4242603778839111,0.5174560919151824,0.055059608061679796,-0.048161181406123785,-3.223333412806193,4.666666587193808,0.9829663156382867,1.690714314506979
TAE.bk,SET,2025-02-05,Chemicals,Basic Materials,2005579008.0,0.051,-0.00328,0.39298669,71.477,-0.00489,0.4,0.02,2497717000.0,-682869000.0,137705760.0,2024-09-30,114134500.0,0.0179,0.7225633487461046,0.6700000166893005,0.6899999976158142,0.06866134889261864,0.07587729661106606,0.056908503501847583,30.950000834465023,33.50000083446503,0.9710145202962023,0.07611940108898572
TAN.bk,SET,2025-02-05,Luxury Goods,Consumer Cyclical,3137463040.0,0.408,0.10767999,0.95625246,38.019,0.17565,1.561,0.58,1573100000.0,308493000.0,252822645.0,2024-09-30,-7963000.0,0.1107,1.8664759657379169,5.099999904632568,11.600000381469727,0.08058187197003602,0.13436627634137668,-0.0025380378664157906,8.089655007987187,8.793103283849256,0.43965514973426195,0.08000000149595973
TASCO.bk,SET,2025-02-05,Building Materials,Basic Materials,31185582080.0,1.431,0.021389998,1.680997,30.178,0.034879997,1.866,0.68,8897040000.0,7669337000.0,1295749691.0,2024-09-30,993844500.0,0.1932,0.8681418074206175,17.799999237060547,15.699999809265137,0.041549639435173244,0.0782156346556643,0.031868717327465705,24.072057701559626,26.17646946626551,1.1337579269622746,0.08039326187276355
TC.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,2838307072.0,0.659,0.04947,0.82815737,22.67,0.11372,2.519,0.83,939699000.0,1981711000.0,394358667.0,2024-09-30,-116002000.0,0.0876,0.13212735513912116,6.050000190734863,7.900000095367432,0.13894150879246372,0.13498915489438318,-0.04087013739435167,6.495180952692607,7.289156856307065,0.7658227997089,0.10892561640067562
TCJ.bk,SET,2025-02-05,Farm & Heavy Construction Machinery,Industrials,1009352192.0,2.465,0.0007,0.22934707,30.438,0.00964,1.62,0.2,1704696534.0,385018098.0,44360798.0,2024-09-30,5861425.5,0.0151,0.06517761269549972,2.9200000762939453,3.0799999237060547,0.04394977130044218,0.021228160687923058,0.005807116234013192,2.2750003814697273,14.600000381469727,0.9480519963066794,0.8441780601350428
TCMC.bk,SET,2025-02-05,Textile Manufacturing,Consumer Cyclical,3850150656.0,0.452,-0.02007,0.174306,137.354,-0.060879998,1.023,-0.25,5092412103.91,77286082.84,-39702586.93000001,2024-09-30,-9460833.485,0.0286,1.5605508659097669,0.5299999713897705,0.7200000286102295,-0.010311956719960625,-0.007679865534850415,-0.002457263190534225,-0.311999885559082,-2.119999885559082,0.7361110421242565,0.8528302347163561
TCOAT.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,209046000.0,15.055,0.00635,0.5172864,1.497,0.00751,8.023,0.87,201890000.0,386749000.0,9903000.0,2024-09-30,48891000.0,0.0027,0.699030746103138,25.75,25.0,0.04737234866967079,0.016823553994893305,0.23387675439855343,12.293103448275863,29.597701149425287,1.03,0.5846601941747572
TEAM.bk,SET,2025-02-05,Electronic Components,Technology,1641708672.0,0.684,0.09177,1.3006504,0.072,0.22015,2.522,0.31,426627000.0,980452000.0,199375302.0,2024-09-30,96489000.0,0.1674,1.437502562683728,2.5799999237060547,3.7742221355438232,0.12144377708446435,0.14169446207355807,0.05877352154231661,6.116128786148563,8.32258039905179,0.6835845456495119,0.2651162869095998
TEAMG.bk,SET,2025-02-05,Engineering & Construction,Industrials,3160737792.0,0.273,0.07566,1.961326,32.41,0.11132,1.632,0.15,787290000.0,759981000.0,129514154.0,2024-09-30,2534500.0,0.0931,1.72228395488653,2.859999895095825,2.640000104904175,0.04097592477547723,0.08370489332508656,0.0008018697426958218,17.2466659673055,19.066665967305504,1.0833332505491078,0.09545454895579746
TEGH.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,8474121216.0,0.069,0.021259999,1.0533469,157.344,0.086969994,1.115,0.42,3531364000.0,783053000.0,589059323.0,2024-09-30,-65868000.0,0.1694,1.4364785205649295,3.140000104904175,3.0399999618530273,0.06951273270528587,0.13653277441656658,-0.007772841374470138,7.311905011676607,7.476190725962321,1.0328947843111789,0.021974521558847437
TEKA.bk,SET,2025-02-05,Engineering & Construction,Industrials,224160000.0,1.678,0.058530003,0.7530225,7.794,0.1469,1.786,0.41,325057000.0,622908000.0,145099692.0,2024-09-30,30965500.0,0.1987,0.6337034876800011,2.240000009536743,2.0,0.6473041220556746,0.1530643979471816,0.13814016773733048,1.3707317305774225,5.463414657406691,1.1200000047683716,0.7491071396678382
TFG.bk,SET,2025-02-05,Farm Products,Consumer Defensive,43219881984.0,0.391,-0.00506,1.3254035,161.891,-0.02081,0.797,0.24,25095904000.0,-1112038000.0,2279211000.0,2024-09-30,2587154500.0,0.1328,0.6885325246701212,3.0799999237060547,3.6136538982391357,0.052735243489183146,0.09503100959620105,0.05986028608217312,11.204166348775228,12.833333015441895,0.8523228871494527,0.12694805509265195
TFI.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,1473415936.0,0.004,-0.62765,0.5,8.952,-0.16656,0.992,-0.02,2558507000.0,-48250000.0,-414734024.0,2024-09-30,-44689000.0,-0.1099,1.594526329573254,0.05000000074505806,0.07000000029802322,-0.281477900344903,-0.16521576237014776,-0.030330199985023103,-2.300000037252903,-2.500000037252903,0.7142857218883475,0.07999999880790712
TFM.bk,SET,2025-02-05,Farm Products,Consumer Defensive,2989797888.0,1.892,0.07655,1.4542792,7.584,0.15572,2.85,0.79,1424195000.0,1400140000.0,369577000.0,2024-09-30,246712000.0,0.0871,0.7283459253400427,7.0,8.76909065246582,0.12361270354874236,0.13085451973650433,0.08251795246435066,6.465822784810127,8.860759493670885,0.7982583687889734,0.2702857142857143
TFMAMA.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,60038635520.0,47.399,0.14837,2.0752485,0.234,0.135,6.46,13.17,23514816000.0,20620772000.0,5462952926.0,2024-09-30,1320328500.0,0.1196,-0.04390363739197544,199.0,196.2120819091797,0.09099062426527312,0.1237765978330231,0.021991314235650372,11.511085801063022,15.110098709187547,1.014208697363044,0.2381859296482412
TGE.bk,SET,2025-02-05,Utilities - Renewable,Utilities,5697257472.0,0.185,0.26309,1.5675164,31.778,0.10568,2.326,0.1,2717607067.0,356582303.0,283487927.0,2024-09-30,63334198.0,0.0868,0.375598391423412,1.850000023841858,2.200000047683716,0.049758665181140686,0.09221550557895528,0.011116611511988905,16.650000238418578,18.50000023841858,0.8409090835200855,0.09999999871125094
TGH.bk,SET,2025-02-05,Insurance - Diversified,Financial Services,25293307904.0,6.239,0.01338,1.039029,233.428,0.03198,1.334,0.07,29706749000.0,40613265000.0,-1009428646.0,2024-09-30,654866500.0,-0.0633,-0.06321102841809483,11.899999618530273,14.899999618530273,-0.03990892175239619,-0.014354784485679995,0.025890899778136033,80.87142312186104,169.99999455043246,0.7986577129660412,0.5242857310923642
TGPRO.bk,SET,2025-02-05,Steel,Basic Materials,1057864576.0,0.004,-0.19014,0.19999999,31.152,-0.13859001,0.846,-0.04,1975653000.0,-142566000.0,-168152914.0,2024-09-30,-35255000.0,-0.0132,0.11630804946077654,0.07999999821186066,0.09000000357627869,-0.15895504756934029,-0.09173209673081528,-0.033326572039406296,-1.8999999552965163,-1.9999999552965164,0.8888888336994052,0.050000001117587116
TH.bk,SET,2025-02-05,Financial Conglomerates,Financial Services,261577456.0,0.544,0.31057,0.3763109,0.158,0.080860004,16.249,0.13,966021326.0,606627033.0,147203280.0,2024-09-30,-17593761.0,0.0684,1.2289654458670278,0.6200000047683716,0.6299999952316284,0.5627521662264351,0.09360215788709572,-0.0672602343835013,0.5846154212951657,4.76923080591055,0.9841269991445314,0.877419348090546
THANI.bk,SET,2025-02-05,Credit Services,Financial Services,43218579456.0,0.233,0.44825,0.59708506,276.518,0.06509,2.749,0.14,30288505000.0,2330193000.0,620851194.0,2024-09-30,1630072500.0,0.0465,1.3311536202951664,1.2999999523162842,1.7100000381469727,0.014365377155259733,0.019033598275443122,0.03771693842134597,7.6214282308306,9.285713945116315,0.7602338732840137,0.17923077580491492
THCOM.bk,SET,2025-02-05,Communication Equipment,Technology,12679396352.0,3.141,0.063200004,1.1999143,11.757,0.015190001,3.879,-0.47,9588734000.0,2629105000.0,54562177.0,2024-09-30,-621272500.0,0.017,1.7608497852045877,11.399999618530273,12.100000381469727,0.004303215664631666,0.0044657796685649565,-0.04899858658507846,-17.5723396138942,-24.255318337298455,0.9421486991015757,0.2755263250092063
THE.bk,SET,2025-02-05,Steel,Basic Materials,2968337408.0,0.196,-0.008640001,0.42669585,114.425,-0.03302,1.018,-0.07,1968379000.0,29792000.0,-87332477.0,2024-09-30,-187014000.0,0.105,0.4330612061599941,0.7599999904632568,0.9200000166893005,-0.029421344340649833,-0.04370620782705784,-0.06300294551959505,-8.057142720903668,-10.857142720903669,0.8260869311700476,0.25789474007825774
THG.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,24173324288.0,1.059,0.00055,1.1609637,103.948,0.00617,0.65,-0.78,19407085532.0,-3923215215.0,-419025791.0,2024-09-30,-11061278.0,0.0703,1.3589857978964386,13.399999618530273,24.700000762939453,-0.01733422288170811,-0.027062083472757105,-0.00045758199692422875,-15.82179438273112,-17.179486690423428,0.5425100892561912,0.07902985299608181
THIP.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,1526219008.0,12.118,0.092250004,0.8767449,1.094,0.13121,3.884,3.35,981009000.0,1768172000.0,341332287.0,2024-09-30,-94883500.0,0.1508,0.35695904523493804,25.5,25.412174224853516,0.22364567942794222,0.12415780808902724,-0.06216899376999503,3.9946268656716417,7.611940298507463,1.0034560511969333,0.47521568627450983
TIDLOR.bk,SET,2025-02-05,Credit Services,Financial Services,122964975616.0,0.492,0.2194,1.7630178,243.952,0.14545,3.133,1.41,70380584000.0,2383868000.0,9198519000.0,2024-09-30,-229625000.0,0.1069,2.2686672181770646,16.899999618530273,14.708651542663574,0.07480600840946375,0.12641501100015157,-0.001867401663357233,11.636879162078207,11.985815332290974,1.148983614814079,0.029112426692633694
TIPCO.bk,SET,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,6138833408.0,0.122,-0.061550003,1.1816497,38.833,-0.037890002,0.74,-0.09,4939509000.0,-1062222000.0,-260098045.0,2024-09-30,-97036500.0,-0.0556,0.16668341283264665,10.300000190734863,9.75,-0.04236929522489495,-0.06708248447948269,-0.015806993536189473,-113.08889100816515,-114.4444465637207,1.0564102759728065,0.01184465997483596
TK.bk,SET,2025-02-05,Credit Services,Financial Services,1341148032.0,2.811,0.00327,0.32986733,7.139,0.00127,10.258,-0.07,1616885000.0,3840529000.0,163203000.0,2024-09-30,448494000.0,0.0922,0.6252680387448618,3.740000009536743,4.699999809265137,0.12168902768818289,0.029904823053556136,0.33441051196352944,-13.27142870766776,-53.42857156481061,0.7957447151729793,0.751604276158327
TKC.bk,SET,2025-02-05,Engineering & Construction,Industrials,5239707648.0,0.329,0.09912,1.0600346,20.132,0.09806,1.795,0.67,2901898291.0,1361300027.0,205003258.0,2024-09-30,78230123.0,0.2919,1.0957873981484318,10.800000190734863,8.75,0.03912494203340713,0.04808672801695359,0.014930245780002724,15.628358493634122,16.119403269753526,1.2342857360839843,0.03046296242496769
TKN.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,13535281152.0,0.241,0.16947001,5.1670794,30.224,0.39658,1.952,0.63,1204952000.0,1102667000.0,932273092.0,2024-09-30,110019000.0,0.1919,1.2351066254863767,8.350000381469727,8.667367935180664,0.06887726095458649,0.40399784019805696,0.008128312870970055,12.871429176936074,13.253968859475757,0.9633836297149969,0.028862274130528883
TKS.bk,SET,2025-02-05,Specialty Business Services,Industrials,4090900992.0,0.355,0.05678,0.69157183,25.374,0.024600001,0.638,0.16,3997395000.0,-370016000.0,215805532.0,2024-09-30,81947000.0,0.0239,0.8465817728223272,5.449999809265137,6.69735860824585,0.0527525678137947,0.05949351639296583,0.02003152854597367,31.8437488079071,34.062498807907104,0.8137536196068472,0.06513761695853476
TNITY.bk,SET,2025-02-05,Capital Markets,Financial Services,4106967040.0,0.426,-0.25909,0.46087226,234.314,-0.051909998,1.149,-0.04,1111899000.0,513751000.0,16046148.0,2024-09-30,47385500.0,0.0082,0.8532864502688302,3.0799999237060547,3.8399999141693115,0.0039070554605668325,0.00987060437363516,0.011537833037978312,-66.34999809265136,-76.99999809265137,0.802083331393078,0.13831169173777424
TNL.bk,SET,2025-02-05,Apparel Manufacturing,Consumer Cyclical,12339135488.0,2.184,0.20455,0.9894939,20.79,0.05367,5.959,1.18,6711775000.0,4910785000.0,41374383.0,2024-09-30,-107284000.0,-0.0128,0.28114124780550914,34.75,27.5,0.0033531022526041006,0.003559833892016905,-0.008694612366023159,27.598305084745768,29.449152542372882,1.2636363636363637,0.06284892086330936
TNPC.bk,SET,2025-02-05,Auto Parts,Consumer Cyclical,674620032.0,0.082,0.00065,0.52996844,60.494,0.0016699999,1.612,-0.21,551686634.91,286304860.44,-59902915.11,2024-09-30,18418766.465,0.0778,0.6197987562864252,0.8100000023841858,0.9100000262260437,-0.08879504353348346,-0.07148391772756671,0.027302430392401985,-3.4666666780199327,-3.857142868496123,0.890109867077061,0.10123456760325678
